CSNM|CTNM|TRADE_ID|BRCA|PARENTBRCA|BRCA_CO|DTYP|LNRF|CIDT|CIDN|CUIN|CITY|CUSTSIZE|LANO|AL_TP|LOANTYPE|LOANBUSTYPE|USE_LOAN|LOAN_PRD|USE_OPRLOAN|LINE_CODE|FACT|FCCY|FAMT|REAL_INTRATE_CODE|DEALDATE|MATDATE|ACT_END_LOAN|LOAN_EXT|STDT_LOANEXT|ENDT_LOANEXT|CCY|NOTESELL_AM|NOTESELL_BL|RFTP|TM_INSRATE|LVL_INSRATE|REPR_LOAN_INSRATE|DATE_INS_REPR|LOAN_GAR_MTD|OVDUE_LOAN|OVDUE_LOAN_PRD|LOAN_RISK|LOANGRADE|LOAN_STAT|BEG_LOAN_QUL|RESTR_DATE|RESTR_LOAN|TP_RESTR_LOAN|GOV_PLTF_LOAN|PAY_TERM|NX_PAY|CUR_INS_RECV|BASIC_RATE|REAL_INTRATE|REV_CDT_COM|REFN|OVDUE_DAY|BLING_DATE|AC_REPAY_PRIN|AC_REPAY_INS|LOAN_PAT|OVE_DEFP_INS|OVE_DEFI_INS|ORLOAN_ID|GENERAL_PRO|SPECIAL_PRO|SPECIFIC_PRO|ISSUE_PRICE|DRAWDOWN_ACCOUNT|OVE_DEFP|OVE_DEFI|LOANPURPOSE|BILN|CREDIT_LINE|UNEARN_INS|UNEARN_FEE|LOAN_NO|START_DATE|EXPIRY_DATE|AVAILALBE|RECOURSE_FLG|CONSIGNOR|BANK_PAY_FLG|SYS_DATE|
1002271|合肥嘉安仓储有限公司|LD1718054140||0606|0606|02104|贷款协议20160729天津嘉智仓储有限公司之补充协议|U|91340100066512981G|G5920|340100|CS02|1002271.0003300.01.01|AL01|21053|FA01|G5920|CT02||1002271.0003300.01|0003300|CNY|28050000.000000|1.150000|20170629|20210907|||20170629|20210907|CNY|4153072.000000|4132306.640000|RF02|RT01|5.4625|RR02|20180915|E0401|0||FQ01||FS01|||0|||1|20180915|11286.360000|4.75|5.4625|1|2|0|20210907|1060602000004648|1060602000004648|FB01||||41323.066400|0|0.00|28050000.000000|1060602000004656|||00325||1002271.0003300.01|0.000000|0.00||20160729|20210907|1|||2|20180702|
1001063|山东力诺特种玻璃股份有限公司|LD1719101161||0606|0606|02102|2014固贷字第00004号|U|9137012673578730XH|C3099|370100|CS02|1001063.0003149.01.01|AL01|21053|FA01|C3099|CT02||1001063.0003149.01|0003149|USD|6779843.870000|5.243009|20170710|20190121|||20170710|20190121|USD|11430.000000|5715.000000|RF02|RT01|6.83746|RR01|20180710|E03|0||FQ01||FS01|||0|||1|20180721|13.020000|1.30411|6.83746|1|2|0|20190121|1060603000001106|1060603000001106|FB01||||57.150000|0|0.00|6779843.870000|1060603000001106|||00302||1001063.0003100.01|0.000000|0.00||20140211|20190121|1|||2|20180702|
1003463|中信金融租赁有限公司|LD1719207982||0606|0606|04001|2017流贷字第00021号|U|91120116328572416H|J6631|120000|CS02|1003463.0004700.01.01|AL01|21073||J6631|CT01||1003463.0004700.01|0004700|CNY|100000000.000000|1.050000|20170711|20180711|||20170711|20180711|CNY|100000000.000000|100000000.000000|RF02|RT01|4.5675|RR01|20180711|D|0||FQ01||FS01|||0|||3|20180711|152250.000000|4.35|4.5675|1|2|0|20180711|1060600100000019|1060600100000019|FB01||||1000000.000000|0|0.00|100000000.000000|1060600100000019|||00299||1003463.0004700.01|0.000000|0.00||20170711|20180711|1|||2|20180702|
1002725|台燿科技（中山）有限公司|LD1719271173||0606|0606|02401|台燿银团贷款协议20161222|U|91442000796243306C|C3061|442000|CS02|1002725.0004310.01.01|AL01|21056|FA02|C3982|CT02||1002725.0004310.01|0004310|CNY|27000000.000000|0.915011|20170711|20200113|||20170711|20200113|CNY|1800000.000000|1710000.000000|RF02|RT01|4.3463|RR01|20180713|C|0||FQ01||FS01|||0|||1|20180713|16722.400000|4.75|4.3463||2|0|20200113|1060600100000019|1060600100000019|FB04||||17100.000000|0|0.00|27000000.000000|1060600100000019|||00201||1002725.0004300.01|0.000000|0.00||20170113|20200113|1|||2|20180702|
1003516|中银消费金融有限公司|LD1719314045||0606|0606|04001|2017流贷字第00021号|U|913100005574007652|J6940|310000|CS02|1003516.0004700.01.01|AL01|21073||J6940|CT01||1003516.0004700.01|0004700|CNY|100000000.000000||20170712|20180712|||20170712|20180712|CNY|100000000.000000|100000000.000000|RF01|RT01|5.44|RR01|20180712|D|0||FQ01||FS01|||0|||3|20180712|181333.330000||5.44|1|2|0|20180712|1060600100000019|1060600100000019|FB01||||1000000.000000|0|0.00|100000000.000000|1060600100000019|||00201||1003516.0004700.01|0.000000|0.00||20170712|20180712|1|||2|20180702|
1002725|台燿科技（中山）有限公司|LD1719525310||0606|0606|02401|台燿银团贷款协议20161222|U|91442000796243306C|C3061|442000|CS02|1002725.0004310.01.01|AL01|21056|FA02|C3982|CT02||1002725.0004310.01|0004310|CNY|27000000.000000|0.915011|20170714|20200113|||20170714|20200113|CNY|540000.000000|513000.000000|RF02|RT01|4.3463|RR01|20180713|C|0||FQ01||FS01|||0|||1|20180713|5016.720000|4.75|4.3463||2|0|20200113|1060600100000019|1060600100000019|FB04||||5130.000000|0|0.00|27000000.000000|1060600100000019|||00201||1002725.0004300.01|0.000000|0.00||20170113|20200113|1|||2|20180702|
1002957|青岛英利汽车部件有限公司|LD1719980513||0608|0608|02102|青2017固贷字第00001号|U|91370282MA3C9KCG4C|C3670|370282|CS04|1002957.0003149.01.01|AL01|21053|FA01|C3670|CT02||1002957.0003149.01|0003149|CNY|40000000.000000|1.000000|20170718|20200601|||20170718|20200601|CNY|588000.000000|499800.000000|RF02|RT01|4.75|RR01|20180721|C|0||FQ01||FS01|||0|||1|20180721|791.350000|4.75|4.75|1|2|0|20200601|1060802000005748|1060802000005748|FB01||||4998.000000|0|0.00|40000000.000000|CNY1421800010608|||00302||1002957.0003100.01|0.000000|0.00||20170508|20200601|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1719998100||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170718|20180717|||20170718|20180717|CNY|7230500.000000|7230500.000000|RF02|RT01|5.0025|RR01|20180717|D|0||FQ01||FS01|||0|||1|20180717|12056.860000|4.35|5.0025|1|2|0|20180717|1060602000002588|1060602000002588|FB01||||72305.000000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1720088788||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170719|20180717|||20170719|20180717|CNY|5846400.000000|5846400.000000|RF02|RT01|5.0025|RR01|20180717|D|0||FQ01||FS01|||0|||1|20180717|9748.870000|4.35|5.0025|1|2|0|20180717|1060602000002588|1060602000002588|FB01||||58464.000000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1720121076||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170720|20180717|||20170720|20180717|CNY|6923100.000000|6923100.000000|RF02|RT01|5.0025|RR01|20180717|D|0||FQ01||FS01|||0|||1|20180717|11544.260000|4.35|5.0025|1|2|0|20180717|1060602000002588|1060602000002588|FB01||||69231.000000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1001994|远东宏信（天津）融资租赁有限公司|LD1720773126||0606|0606|02401|远东宏信银团贷款协议2017|U|911201160830376339|J6631|120116|CS02|1001994.0004310.01.01|AL01|21056|FA02|J6631|CT02||1001994.0004310.01|0004310|CNY|200000000.000000|1.000000|20170726|20200714|||20170726|20200714|CNY|55090909.090000|55090909.090000|RF02|RT01|4.75|RR02|20180921|C|0||FQ01||FS01|||0|||1|20180921|87227.270000|4.75|4.75||2|0|20200714|1060600100000019|1060600100000019|FB01||||550909.090900|0|0.00|200000000.000000|1060600100000019|||00201||1001994.0004300.01|0.000000|0.00||20170724|20200714|1|||2|20180702|
1002432|上海思盟国际货物运输代理有限公司|LD1720843227||0606|0606|02001|2016流贷字第00045号|U|913101207867374259|G5821|310120|CS04|1002432.0003400.01.01|AL01|21052|FA01|G5821|CT01||1002432.0003400.01|0003400|CNY|7000000.000000|1.200000|20170727|20171026|||20170727|20171026|CNY|7000000.000000|7000000.000000|RF02|RT01|5.22|||E0301|249|OT04|FQ04|FQ04|FS03|||0|||1|20171026||4.35|5.22|1|2|249|20171026|1060902000003874|1060902000003874|FB01|341040|0||70000.000000|3500000.000000|0.00|7000000.000000|CNY1421800010606|7000000|0|00201||1002432.0003400.01|0.000000|0.00||20160620|20190620|1|||2|20180702|
1001139|上海远东食品有限公司|LD1721275302||0606|0606|02001|2015流贷字第00206号|U|91310000607201095G|C1432|310112|CS02|1001139.0003010.01.01|AL01|21052|FA01|C1432|CT01||1001139.0003010.01|0003010|CNY|25000000.000000|1.200000|20170731|20180726|||20170731|20180726|CNY|3142069.400000|3142069.400000|RF02|RT01|5.22|RR01|20180721|E03|0||FQ01||FS01|||0|||2|20180721|5467.200000|4.35|5.22|1|2|0|20180726|1060602000000588|1060602000000588|FB01||||31420.694000|0|0.00|25000000.000000|1060602000000588|||00201||1001139.0003000.01|0.000000|0.00||20150831|20200818|1|||2|20180702|
1001994|远东宏信（天津）融资租赁有限公司|LD1721603825||0606|0606|02401|远东宏信银团贷款协议2017|U|911201160830376339|J6631|120116|CS02|1001994.0004310.01.01|AL01|21056|FA02|J6631|CT02||1001994.0004310.01|0004310|CNY|200000000.000000|1.000000|20170804|20200714|||20170804|20200714|CNY|144909090.910000|144909090.910000|RF02|RT01|4.75|RR02|20180921|C|0||FQ01||FS01|||0|||1|20180921|229439.390000|4.75|4.75||2|0|20200714|1060600100000019|1060600100000019|FB01||||1449090.909100|0|0.00|200000000.000000|1060600100000019|||00201||1001994.0004300.01|0.000000|0.00||20170724|20200714|1|||2|20180702|
1002879|华通精密线路板（惠州）有限公司|LD1722325003||0606|0606|02401|人民币叁亿叁仟万元定期贷款|U|91441322763847680M|C3982|441300|CS01|1002879.0004310.01.01|AL01|21056|FA02|C3913|CT02||1002879.0004310.01|0004310|CNY|26400000.000000|0.950000|20170811|20211224|||20170811|20211224|CNY|3200000.000000|3136000.000000|RF02|RT01|4.5125|RR02|20180927|C|0||FQ01||FS01|||0|||1|20180926|2751.620000|4.75|4.5125||2|0|20211224|1060600100000019|1060600100000019|FB01||||31360.000000|0|0.00|20000000.000000|1060600100000019|||00201||1002879.0004300.01|0.000000|0.00||20161123|20211224|1|||2|20180702|
1002725|台燿科技（中山）有限公司|LD1722756864||0606|0606|02401|台燿银团贷款协议20161222|U|91442000796243306C|C3061|442000|CS02|1002725.0004310.01.01|AL01|21056|FA02|C3982|CT02||1002725.0004310.01|0004310|CNY|27000000.000000|0.915011|20170815|20200113|||20170815|20200113|CNY|720000.000000|684000.000000|RF02|RT01|4.3463|RR01|20180713|C|0||FQ01||FS01|||0|||1|20180713|6688.950000|4.75|4.3463||2|0|20200113|1060600100000019|1060600100000019|FB04||||6840.000000|0|0.00|27000000.000000|1060600100000019|||00201||1002725.0004300.01|0.000000|0.00||20170113|20200113|1|||2|20180702|
1002713|上海星豹置业有限公司|LD1722777883||0606|0606|02104|贷款协议之B段贷款|U|91310101055868536P|K7090|310101|CS04|1002713.0003300.02.01|AL01|21053|FA01|K7090|CT02||1002713.0003300.02|0003300|CNY|34000000.000000|1.030000|20170815|20211209|||20170815|20211209|CNY|453962.000000|451692.190000|RF02|RT01|4.8925|RR02|20180915|E0401|0||FQ01||FS01|||0|||1|20211209|1104.950000|4.75|4.8925|1|2|0|20211209|1060602000005067|1060602000005067|FB01||||4516.921900|0|0.00|34000000.000000|CNY1421800010606|||00324||1002713.0003300.02|0.000000|0.00||20161209|20211209|1|||2|20180702|
1001054|上海吉堡教育信息咨询有限公司|LD1723097806||0606|0606|02001|2014融协字第00134号补充协议一|U|913101067956041148|I6560|310106|CS02|1001054.0003400.01.02|AL01|21052|FA01|I6560|CT01||1001054.0003400.01|0003400|CNY|20000000.000000|1.150000|20170818|20180817|||20170818|20180817|CNY|8000000.000000|8000000.000000|RF02|RT01|5.0025|RR01|20180721|E0301|0||FQ01||FS01|||0||2|1|20180721|13340.000000|4.35|5.0025|1|2|0|20180817|1060902000001944|1060902000001944|FB01||||80000.000000|0|0.00|20000000.000000|CNY1421800010606|||00201||1001054.0003400.01|0.000000|0.00||20161210|20181210|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1723306092||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170821|20180724|||20170821|20180724|CNY|6460400.000000|6460400.000000|RF02|RT01|5.0025|RR01|20180721|D|0||FQ01||FS01|||0|||1|20180721|10772.710000|4.35|5.0025|1|2|0|20180724|1060602000002588|1060602000002588|FB01||||64604.000000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1723467756||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170822|20180724|||20170822|20180724|CNY|4753750.000000|4753750.000000|RF02|RT01|5.0025|RR01|20180721|D|0||FQ01||FS01|||0|||1|20180721|7926.880000|4.35|5.0025|1|2|0|20180724|1060602000002588|1060602000002588|FB01||||47537.500000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1001068|上海茂霖高分子科技股份有限公司|LD1723505075||0606|0606|02001|2015流贷字第00200号|U|91310000695842406W|C2919|310118|CS02|1001068.0003400.01.01|AL01|21052|FA01|C2919|CT01||1001068.0003400.01|0003400|CNY|5000000.000000|1.250000|20170823|20180810|||20170823|20180810|CNY|5000000.000000|5000000.000000|RF02|RT01|5.4375|RR01|20180721|E0301|0||FQ01||FS01|||0|||1|20180721|9062.500000|4.35|5.4375|1|2|0|20180810|1060602000000502|1060602000000502|FB01||||50000.000000|0|0.00|5000000.000000|CNY1421800010606|||00201||1001068.0003400.01|0.000000|0.00||20150827|20180811|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1723547801||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170823|20180724|||20170823|20180724|CNY|3816400.000000|3816400.000000|RF02|RT01|5.0025|RR01|20180721|D|0||FQ01||FS01|||0|||1|20180721|6363.850000|4.35|5.0025|1|2|0|20180724|1060602000002588|1060602000002588|FB01||||38164.000000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1001054|上海吉堡教育信息咨询有限公司|LD1723694066||0606|0606|02001|2014融协字第00134号补充协议一|U|913101067956041148|I6560|310106|CS02|1001054.0003400.01.02|AL01|21052|FA01|I6560|CT01||1001054.0003400.01|0003400|CNY|20000000.000000|1.150000|20170824|20180824|||20170824|20180824|CNY|8000000.000000|8000000.000000|RF02|RT01|5.0025|RR01|20180721|E0301|0||FQ01||FS01|||0||2|1|20180721|13340.000000|4.35|5.0025|1|2|0|20180824|1060902000001944|1060902000001944|FB01||||80000.000000|0|0.00|20000000.000000|CNY1421800010606|||00201||1001054.0003400.01|0.000000|0.00||20161210|20181210|1|||2|20180702|
1003057|绿色动力环保集团股份有限公司|LD1723778430||0606|0606|02402|绿色动力银团贷款协议20161230|U|914403007152708132|D4417|440300|CS01|1003057.0004310.01.01|AL01|21056|FA02|D4417|CT02||1003057.0004310.01|0004310|CNY|60000000.000000|0.920000|20170825|20220427|||20170825|20220427|CNY|23114335.700000|23114335.700000|RF02|RT01|4.508|RR03|20181210|C|0||FQ01||FS01|||0|||3|20181210|63677.430000|4.90|4.508||2|0|20220427|1060600100000019|1060600100000019|FB01||||231143.357000|0|0.00|60000000.000000|1060600100000019|||00901||1003057.0004300.01|0.000000|0.00||20170505|20220509|1|||2|20180702|
1001372|上海奥尚物业有限公司|LD1723793470||0606|0606|02402|汇丰-奥尚境内贷款协议|U|91310000MA1FL0AU6X|K7090|310000|CS02|1001372.0004310.02.01|AL01|21056|FA02|K7090|CT02||1001372.0004310.02|0004310|CNY|8650000.000000|1.100000|20170825|20201216|||20170825|20201216|CNY|1801127.710000|1801127.710000|RF02|RT01|5.225|RR02|20180920|B|0||FQ01||FS01|||0|||1|20180920|3398.380000|4.75|5.225||2|0|20201216|CNY1421800010606|CNY1421800010606|FB01||||18011.277100|0|0.00|8650000.000000|1060600100000019|||00331||1001372.0004300.02|0.000000|0.00||20151221|20201221|1|||2|20180702|
1001210|和运国际租赁有限公司|LD1723793483||0606|0606|02001|2017流贷字第00028号|U|9131000071786798XK|J6631|310000|CS04|1001210.0003400.02.03|AL01|21052|FA01|J6631|CT01||1001210.0003400.02|0003400|CNY|80000000.000000|1.150000|20170825|20180724|||20170825|20180724|CNY|10000000.000000|10000000.000000|RF02|RT01|5.0025|RR01|20180721|D|0||FQ01||FS01|||0|||1|20180721|16675.000000|4.35|5.0025|1|2|0|20180724|1060602000002588|1060602000002588|FB01||||100000.000000|0|0.00|80000000.000000|CNY1421800010606|||00299||1001210.0003400.02|0.000000|0.00||20170718|20180724|1|||2|20180702|
1000972|裕国融资租赁有限公司|LD1724016941||0606|0606|02001|2017流贷字第00038号|U|913301000888525064|J6631|330100|CS04|1000972.0003400.01.02|AL01|21052|FA01|J6631|CT01||1000972.0003400.01|0003400|CNY|100000000.000000|1.100000|20170828|20180824|||20170828|20180824|CNY|5000000.000000|5000000.000000|RF02|RT01|4.785|RR01|20180721|C|0||FQ01||FS01|||0|||2|20180721|7975.000000|4.35|4.785|1|2|0|20180824|1061302000003927|1061302000003927|FB01||||50000.000000|0|0.00|100000000.000000|1061302000003927|||00299||1000972.0003400.01|0.000000|0.00||20170825|20180824|1|||2|20180702|
1000972|裕国融资租赁有限公司|LD1724734041||0606|0606|02001|2017流贷字第00038号|U|913301000888525064|J6631|330100|CS04|1000972.0003400.01.02|AL01|21052|FA01|J6631|CT01||1000972.0003400.01|0003400|CNY|100000000.000000|1.100000|20170904|20180824|||20170904|20180824|CNY|5000000.000000|5000000.000000|RF02|RT01|4.785|RR01|20180721|C|0||FQ01||FS01|||0|||2|20180721|7975.000000|4.35|4.785|1|2|0|20180824|1061302000003927|1061302000003927|FB01||||50000.000000|0|0.00|100000000.000000|1061302000003927|||00299||1000972.0003400.01|0.000000|0.00||20170825|20180824|1|||2|20180702|
1003777|仲利国际租赁有限公司|LD1724984709||0606|0606|02401|2050000000元承诺性人民币贷款协议|U|91310000717854863X|J6631|310000|CS03|1003777.0004310.01.01|AL01|21056|FA02|J6631|CT02||1003777.0004310.01|0004310|CNY|300000000.000000|1.100000|20170906|20200907|||20170906|20200907|CNY|60000000.000000|42439024.400000|RF02|RT01|5.225|RR02|20180920|A|0||FQ01||FS01|||0|||3|20180920|80074.190000|4.75|5.225||2|0|20200907|1060600100000019|1060600100000019|FB01||||424390.244000|0|0.00|300000000.000000|1060600100000019|||00201||1003777.0004300.01|0.000000|325000.00||20170818|20200817|1|||2|20180702|
1002955|天津英利模具制造有限公司|LD1725165638||0608|0608|02102|青2017固贷字第00002号|U|91120224052095566B|C3670|120000|CS03|1002955.0003149.01.01|AL01|21053|FA01|C3670|CT02||1002955.0003149.01|0003149|CNY|40000000.000000|-5.167173|20170908|20200601|||20170908|20200601|EUR|1912200.000000|1625370.000000|RF02|RT01|1.70|RR02|20180908|C|0||FQ01||FS01|||0|||1|20180721|921.050000|-0.329|1.70|1|2|0|20200601|1060803000005313|1060803000005313|FB01||||16253.700000|0|0.00|40000000.000000|1060803000005313|||00302||1002955.0003100.01|0.000000|0.00||20170502|20200601|1|||2|20180702|
1000972|裕国融资租赁有限公司|LD1725400100||0606|0606|02001|2017流贷字第00038号|U|913301000888525064|J6631|330100|CS04|1000972.0003400.01.02|AL01|21052|FA01|J6631|CT01||1000972.0003400.01|0003400|CNY|100000000.000000|1.100000|20170911|20180824|||20170911|20180824|CNY|5000000.000000|5000000.000000|RF02|RT01|4.785|RR01|20180721|C|0||FQ01||FS01|||0|||2|20180721|7975.000000|4.35|4.785|1|2|0|20180824|1061302000003927|1061302000003927|FB01||||50000.000000|0|0.00|100000000.000000|1061302000003927|||00299||1000972.0003400.01|0.000000|0.00||20170825|20180824|1|||2|20180702|
1003675|苏州信安仓储有限公司|LD1725831031||0606|0606|02199|贷款协议20170914|U|91320581064554504J|G5920|320500|CS04|1003675.0003300.01.01|AL01|21053|FA01|G5920|CT02||1003675.0003300.01|0003300|CNY|76000000.000000|1.020000|20170915|20220915|||20170915|20220915|CNY|66224583.330000|65224583.330000|RF02|RT01|4.845|RR02|20180915|E0401|0||FQ01||FS01|||0|||1|20180915|158006.550000|4.75|4.845|1|2|0|20220915|1060602000006478|1060602000006478|FB01||||652245.833300|0|0.00|76000000.000000|1060602000006489|||00331||1003675.0003300.01|0.000000|0.00||20170914|20220915|1|||2|20180702|
1002725|台燿科技（中山）有限公司|LD1725880966||0606|0606|02401|台燿银团贷款协议20161222|U|91442000796243306C|C3061|442000|CS02|1002725.0004310.01.01|AL01|21056|FA02|C3982|CT02||1002725.0004310.01|0004310|CNY|27000000.000000|0.915011|20170915|20200113|||20170915|20200113|CNY|900000.000000|855000.000000|RF02|RT01|4.3463|RR01|20180713|C|0||FQ01||FS01|||0|||1|20180713|8361.190000|4.75|4.3463||2|0|20200113|1060600100000019|1060600100000019|FB04||||8550.000000|0|0.00|27000000.000000|1060600100000019|||00201||1002725.0004300.01|0.000000|0.00||20170113|20200113|1|||2|20180702|
1003676|常熟信扬仓储有限公司|LD1725881465||0606|0606|02199|贷款协议20170914|U|913205810618748602|G5920|320500|CS04|1003676.0003300.01.01|AL01|21053|FA01|G5920|CT02||1003676.0003300.01|0003300|CNY|115000000.000000|1.020000|20170915|20220915|||20170915|20220915|CNY|93316458.350000|87316458.350000|RF02|RT01|4.845|RR02|20180915|E0401|0||FQ01||FS01|||0|||1|20180915|211524.120000|4.75|4.845|1|2|0|20220915|1060602000006508|1060602000006508|FB01||||873164.583500|0|0.00|115000000.000000|1060602000006519|||00331||1003676.0003300.01|0.000000|0.00||20170914|20220915|1|||2|20180702|
1000972|裕国融资租赁有限公司|LD1726107808||0606|0606|02001|2017流贷字第00038号|U|913301000888525064|J6631|330100|CS04|1000972.0003400.01.02|AL01|21052|FA01|J6631|CT01||1000972.0003400.01|0003400|CNY|100000000.000000|1.150000|20170918|20180824|||20170918|20180824|CNY|5000000.000000|5000000.000000|RF02|RT01|5.0025|RR01|20180721|C|0||FQ01||FS01|||0|||2|20180721|8337.500000|4.35|5.0025|1|2|0|20180824|1061302000003927|1061302000003927|FB01||||50000.000000|0|0.00|100000000.000000|1061302000003927|||00299||1000972.0003400.01|0.000000|0.00||20170825|20180824|1|||2|20180702|
1003842|中国康富国际租赁股份有限公司|LD1726445843||0608|0608|02401|700,000,000元人民币银团贷款协议|U|9111000060002150XF|L7119|110000|CS01|1003842.0004310.01.01|AL01|21056|FA02|J6631|CT02||1003842.0004310.01|0004310|CNY|75000000.000000|1.120000|20170921|20200918|||20170921|20200918|CNY|75000000.000000|75000000.000000|RF02|RT01|5.32|RR02|20180921|A|0||FQ01||FS01|||0|||1|20180921|133000.000000|4.75|5.32||2|0|20200918|1060600100000019|1060600100000019|FB01||||750000.000000|0|0.00|75000000.000000|1060600100000019|||00299||1003842.0004300.01|0.000000|270833.30||20170921|20200921|1|||2|20180702|
1000972|裕国融资租赁有限公司|LD1726570750||0606|0606|02001|2017流贷字第00038号|U|913301000888525064|J6631|330100|CS04|1000972.0003400.01.02|AL01|21052|FA01|J6631|CT01||1000972.0003400.01|0003400|CNY|100000000.000000|1.150000|20170922|20180824|||20170922|20180824|CNY|5000000.000000|5000000.000000|RF02|RT01|5.0025|RR01|20180721|C|0||FQ01||FS01|||0|||2|20180721|8337.500000|4.35|5.0025|1|2|0|20180824|1061302000003927|1061302000003927|FB01||||50000.000000|0|0.00|100000000.000000|1061302000003927|||00299||1000972.0003400.01|0.000000|0.00||20170825|20180824|1|||2|20180702|
1003785|宁波茂祥金属有限公司|LD1726800714||0608|0608|02102|青2017固贷字第00004号|U|91330212720490896P|C3525|330200|CS02|1003785.0003300.01.01|AL01|21053|FA01|C3525|CT02||1003785.0003300.01|0003300|CNY|12000000.000000|1.050000|20170925|20200922|||20170925|20200922|CNY|3564327.250000|3564327.250000|RF02|RT01|4.9875|RR01|20180721|C|0||FQ01||FS01|||0|||1|20180721|5925.700000|4.75|4.9875|1|2|0|20200922|1060802000006631|1060802000006631|FB01||||35643.272500|0|0.00|12000000.000000|1060802000006674|||00302||1003785.0003300.01|0.000000|0.00||20170922|20200922|1|||2|20180702|
1003509|新光天地百货（重庆）有限公司|LD1727128311||0606|0606|02104|2017固贷字第00018号|U|9150000009421640X9|F5211|500112|CS04|1003509.0003300.01.01|AL01|21053|FA01|F5211|CT02||1003509.0003300.01|0003300|CNY|100000000.000000||20170928|20220804|||20170928|20220804|CNY|9564213.600000|9564213.600000|RF01|RT01|5.6751|RR08|20220804|C|0||FQ01||FS01|||0|||1|20180921|18092.630000||5.6751|1|2|0|20220804|1060602000005997|1060602000005997|FB01||||95642.136000|0|0.00|100000000.000000|CNY1421800010606|||00324||1003509.0003300.01|0.000000|0.00||20170804|20220804|1|||2|20180702|
1003785|宁波茂祥金属有限公司|LD1727173460||0608|0608|02102|青2017固贷字第00004号|U|91330212720490896P|C3525|330200|CS02|1003785.0003300.01.01|AL01|21053|FA01|C3525|CT02||1003785.0003300.01|0003300|CNY|12000000.000000|1.050000|20170928|20200922|||20170928|20200922|CNY|2286832.500000|2286832.500000|RF02|RT01|4.9875|RR01|20180721|C|0||FQ01||FS01|||0|||1|20180721|3801.860000|4.75|4.9875|1|2|0|20200922|1060802000006631|1060802000006631|FB01||||22868.325000|0|0.00|12000000.000000|1060802000006674|||00302||1003785.0003300.01|0.000000|0.00||20170922|20200922|1|||2|20180702|
1003675|苏州信安仓储有限公司|LD1727202908||0606|0606|02199|贷款协议20170914|U|91320581064554504J|G5920|320500|CS04|1003675.0003300.01.01|AL01|21053|FA01|G5920|CT02||1003675.0003300.01|0003300|CNY|76000000.000000|1.020000|20170929|20220915|||20170929|20220915|CNY|9156454.120000|6656454.120000|RF02|RT01|4.845|RR02|20180915|E0401|0||FQ01||FS01|||0|||1|20180915|16125.260000|4.75|4.845|1|2|0|20220915|1060602000006478|1060602000006478|FB01||||66564.541200|0|0.00|76000000.000000|1060602000006489|||00331||1003675.0003300.01|0.000000|0.00||20170914|20220915|1|||2|20180702|
